race,sex,LSAT,UGPA,ZFYA,first_pf
Puertorican,2,30,3.2,-0.98,1
White,1,28,3.7,-0.5,1
Black,1,33,2.3,-0.18,1
White,1,33,3.2,-0.24,1
White,2,39,3.2,0.01,1
White,1,34,3.4,-0.13,1
Other,2,35,2.8,0.04,1
White,1,36,3,0.56,1
White,1,30.5,3.1,-0.64,1
White,1,42,2.8,-0.5,1
White,2,35,3.5,0.64,1
White,2,40,2.5,-0.14,1
Hispanic,2,38,2.6,-0.33,1
White,2,33,2.5,-1.4,1
White,1,43,3.8,1.51,1
White,2,31.5,3.5,0.02,1
White,1,40,2.6,1.46,1
White,2,36,2.7,0.92,1
White,2,40,3.8,2.47,1
White,2,39,2.9,0.71,1
White,2,27,2.4,-0.96,1
Black,1,27,2.8,-0.55,1
White,1,37,2.9,-0.87,1
White,2,31.7,2.3,-0.6,1
White,2,41,2.3,0.93,1
White,2,41,2.5,0.12,1
White,2,44,2.1,2.11,1
White,2,34.5,2.7,0.22,1
White,2,35,3.2,1.36,1
White,1,32,3.1,0.07,1
Mexican,1,35,3.3,-1.09,1
White,2,46,3.3,1.37,1
White,1,40,3.3,0.98,1
White,2,44,3,2.61,1
White,2,41.5,3,-0.62,1
Mexican,2,34,2.8,-0.26,1
White,2,42,2.9,-0.58,1
White,1,40,3.6,0.55,1
White,2,39.5,3.5,0.2,1
White,1,40,3.4,0.42,1
White,2,43,3.1,0.49,1
White,2,42,3,0.09,1
White,1,45,3.1,0.12,1
White,2,39,3.3,0.42,1
White,2,47,2.5,-0.69,1
White,1,41,3.8,1.27,1
White,1,43,3.4,-0.38,1
White,2,44,2.6,0.63,1
White,1,41,3,0.22,1
White,1,43,3.7,1.26,1
White,2,48,3.2,0.76,1
White,2,44,2.7,-0.75,1
White,1,43,3.7,0.76,1
White,1,41,3.4,-0.1,1
White,1,44,3,1.48,1
White,2,44,3.1,-0.27,1
White,2,43,3.4,-0.34,1
White,2,45,2.8,0.22,1
White,1,43,3.2,0.95,1
White,2,41,3.8,0.46,1
White,2,40,2.8,1.45,1
White,1,40,3.6,1.24,1
Mexican,2,23.5,2.3,-1.38,1
White,1,45,2.7,0.46,1
White,1,41,3.3,-0.47,0
White,2,41,3.3,0.22,1
White,2,38.5,3.6,0.25,1
White,1,42,3.3,0.71,1
White,1,36,3,0.57,1
White,2,41,3.8,1.67,1
White,2,44,3.2,0.84,1
White,1,44,3.4,-0.5,1
White,2,41,3.7,0.13,1
White,2,40,3.4,0.14,1
White,1,40,3.5,0.86,1
White,2,43,2.9,0.62,1
White,2,44,3.1,0.35,1
Mexican,1,26,3,-1.27,1
White,1,43,3.2,-0.45,1
White,1,39.5,3.2,0.5,1
White,1,37,2.9,0.49,1
White,2,41,3.1,-0.19,1
White,1,42,2.9,-1.33,0
White,2,41,3.3,0.89,1
White,1,40,3.4,1.68,1
White,2,42,3.7,0.85,1
White,2,43,3.2,0.01,1
White,2,42,2.9,0.26,1
White,1,40,3.5,-0.61,1
White,2,45,3.4,0.94,1
White,2,45,3.5,2.22,1
Black,2,28,2.8,-1.63,0
White,2,41.5,2.9,-0.37,1
White,1,42,3.5,0.65,1
White,1,45,3.4,1.68,1
White,1,47,3.3,1.43,1
White,1,41,3.8,0.47,1
White,1,41,3.4,0.25,1
White,2,42,3.6,0.7,1
White,1,42,3.4,1.39,1
White,2,42,3.2,-0.73,1
White,2,39,3,0.37,1
White,2,40,3.3,-0.37,1
White,1,47,3.7,2.23,1
White,1,41,3.3,1.48,1
White,1,35,3.2,0.67,1
White,2,40,2.2,0.04,1
White,2,34,2.8,0.91,1
White,2,32,2.9,1.3,1
White,2,37,2.6,0.15,1
White,1,34,2.8,-1.16,0
White,1,31,3.4,-0.21,1
White,2,35,2.2,-0.26,1
White,2,30.5,3.4,-0.44,1
White,2,33,2.4,-0.14,1
White,2,26,3.3,-0.66,0
White,2,40,1.9,1.05,1
Amerindian,2,33,3,-0.48,1
White,2,34,2.4,1.41,1
White,2,33,2.6,0.1,1
White,1,29,3.4,1.21,1
White,2,36,2.2,0.15,1
White,2,32,2.4,-0.8,0
White,2,19,3,-1.82,0
White,2,31,2.9,0.22,1
White,2,32,3.1,0.51,1
White,1,33,3,0.24,1
White,2,32,2.8,1.21,1
White,2,31,2.5,-0.53,1
White,2,33,2.1,-0.12,1
White,2,38,3.9,0.99,1
White,2,41,3.3,1.77,1
White,1,36,2.9,-0.17,1
White,1,37,3.8,0.94,1
White,2,32,3.3,-0.12,1
White,1,34,2.8,-0.35,1
White,2,30,2.9,0.04,1
White,1,34,3.8,0.91,1
White,1,28,2.8,0.67,1
White,1,31,2.9,0.67,1
White,1,32,3.3,-0.39,0
White,2,29,3.6,-0.89,1
Amerindian,1,28,3.2,-1.37,1
White,1,40,3.8,1.3,1
White,2,37,2.7,0.13,1
Amerindian,1,29,3.1,-0.12,1
White,2,43,4,1.89,1
White,2,28.5,2.9,-0.03,1
White,2,33,2.6,0.99,1
White,2,29.3,2.9,1.3,1
White,1,34,2.5,-0.46,1
White,1,28.5,3.3,-0.74,1
White,2,30,3.2,-0.62,1
White,1,26,3.9,0.31,1
White,2,32,3.1,0.01,1
White,2,31,2.7,-0.22,0
White,1,32,3.7,-0.14,1
White,1,29,3.1,-0.4,1
White,2,43,2.1,-0.89,1
White,2,26.5,3.1,1.03,1
White,1,40,3.5,1.03,1
White,2,31.5,2.7,0.13,1
White,2,39,3.2,0.94,1
White,2,29,3.3,-0.44,1
White,2,40,3.3,0.33,1
White,2,33,2.3,0.28,1
White,2,32,2.7,0.19,1
White,2,39,3.2,-1.41,0
White,2,36,3,-1.49,1
White,1,38,3.1,-0.21,1
White,2,38,3.3,-0.54,1
White,2,35,3.8,-0.65,1
White,2,36,3.2,-1.05,1
White,1,37,3.4,0.37,1
White,1,35,3.6,0.01,1
White,2,35,3.4,-0.14,1
White,1,36,3.4,1.5,1
White,1,34.5,3.6,-0.03,1
White,1,31,3.6,-0.21,1
Mexican,2,30,2.7,-1.56,0
White,1,35,3.1,-1.05,1
White,2,34,3.3,0.55,1
White,2,34,3.8,0.26,1
Black,1,34,2.4,-1.78,1
White,2,42,2.6,0.44,1
White,1,30,3.2,-1.38,0
White,2,37,3.4,-0.11,1
White,2,28,3.3,0.01,0
White,2,40,3.6,1.1,1
White,2,36,3.4,-0.03,1
White,1,31.5,3.8,0.66,1
White,2,40,3.9,1.79,1
White,2,39,3.1,0.19,1
White,2,37,3.2,0.04,1
White,2,46,4,1.93,1
White,2,38,3.1,-0.25,1
White,2,38,3,1.53,0
Mexican,1,35,3,0.15,1
White,1,41,3.5,0.12,1
White,1,35.5,3.6,-1.52,1
White,2,35,3.1,-0.03,1
White,2,31,3.7,0.48,1
White,1,31,3.6,-0.8,1
Mexican,2,28,2.9,-0.47,1
White,1,37,3.1,-0.72,1
Hispanic,2,34,2.4,-1.38,0
White,1,40,2.9,-0.18,1
White,2,40,2.7,0.22,1
White,2,44,2.6,0.84,1
White,1,31,3.8,-0.65,1
White,1,42,3.8,0.84,1
White,2,35,3.4,0.91,1
White,1,31,3.5,-0.29,0
White,2,42,3.1,-0.18,1
White,2,42,3.1,1.28,1
White,2,34,3.3,0.52,1
White,2,36,2.9,0.4,1
White,2,38,2.9,0.4,1
White,1,42,3.6,0.63,1
White,2,40,4,2.23,1
Asian,1,37,2.9,-0.9,1
Asian,1,35,3.4,-1.09,0
White,2,31,3.9,0.22,1
Hispanic,2,42,2.8,-0.65,1
White,1,32.5,3.8,-0.8,0
White,1,34,3.3,-0.76,1
White,2,35,3.4,0.59,1
White,1,36,3.1,-0.76,1
White,1,38,3.3,-0.29,1
White,2,38,3.1,1.53,1
Mexican,2,27,3.2,-0.69,1
White,2,38,3.5,-0.21,1
White,2,41.5,2.8,1.72,1
White,2,39,3,1.03,1
Black,1,31,2.4,-1.31,1
Mexican,1,31,3.1,-0.61,1
Hispanic,1,27.5,3.4,-1.45,0
White,1,39,3.8,0.91,1
Hispanic,1,33,3.5,-0.14,1
White,2,40,3,-0.29,1
White,2,36,3,-0.83,1
White,2,39,3.4,0.95,1
White,2,35,3.3,0.52,1
White,2,36,3.2,-0.76,1
White,2,37,3.3,-0.29,1
White,1,46,3,1.42,1
White,2,41,2.9,-1.41,1
White,1,36,3.4,0.08,1
White,2,39,3.5,1.28,1
White,2,36,3.1,-0.25,1
White,2,37.5,3.1,0.48,0
White,2,31.5,3.7,0.12,1
Asian,2,32,3.3,-0.6,1
White,1,35,3.3,-0.11,1
White,2,35,3.3,0.66,1
White,1,39,3,-1.41,1
White,1,38,3,1.03,1
White,2,35,3.3,-0.69,1
White,2,38,3.3,-0.5,1
White,2,36,3.2,0.48,1
White,1,37,3.3,-0.21,1
White,2,37,3.3,-0.03,1
White,2,34,3.6,1.24,1
White,2,45,3.6,1.9,1
Mexican,1,31,3,-1.09,0
White,2,41,2.8,1.68,1
White,2,34.5,3.3,-0.54,0
White,2,38,3.7,-0.28,1
White,1,35,3.5,-1.87,1
White,1,31,3.8,-0.68,1
Mexican,1,33,3.2,-0.98,1
White,2,41,2.9,0.21,1
White,2,37,3.6,0.71,1
White,2,44,2.7,-0.98,1
White,2,39,3.2,-0.51,1
White,1,32,3.9,-0.28,1
White,2,45,2.8,1.03,1
White,2,32,3.7,1.53,1
White,2,42,3.8,0.26,1
White,2,39,3.1,-0.41,1
White,2,34,3.4,0.61,1
White,2,35,3.2,0.11,1
Mexican,1,29,2.7,-1.23,1
Mexican,1,30,2.4,-1.15,1
White,2,40,3.2,0.06,1
White,1,37,3.3,0.49,1
White,2,42,3.5,0.09,1
White,2,35,3.8,1.03,1
White,2,39,3.3,-0.88,1
White,2,42,4,1.5,1
White,1,33,3.9,0.06,1
White,2,37.5,3.2,0.16,1
White,1,42,2.9,-0.16,1
White,1,37.5,3.7,-0.23,1
White,2,47,3.8,1.98,1
White,1,35,3.6,0.68,1
White,2,35,3.7,-0.33,1
White,2,35,3.9,-0.16,1
White,1,37,3.8,-0.33,1
White,1,46,3.9,1.08,1
White,2,42,3.2,-1,1
White,2,42,3.1,1.33,1
White,2,37,3.7,0.01,1
Amerindian,1,33,3.2,-2,1
White,2,42,3,0.36,1
White,2,48,2.9,0.4,1
White,2,44,3.1,-1.03,1
Black,1,24,2.2,-1.73,1
White,1,40,3.3,1.76,1
White,1,32,3.3,-0.82,1
White,1,33.5,3.1,0.87,1
Black,2,29,3.5,-0.96,1
White,1,36,3.1,0.16,1
White,2,36,3,1.46,1
White,2,41,3.1,-0.22,1
White,1,34.5,3.3,-0.41,1
White,1,38,2.7,0.9,1
White,1,35,3.6,-0.62,1
White,2,35,3.5,-1.19,1
White,1,29.5,2.6,-0.91,1
White,1,36,3,1.07,1
White,2,31,3.2,0.14,1
White,1,42,3.6,0.5,1
Hispanic,2,23,3.1,-0.44,1
White,2,41.5,2.4,1.67,1
White,2,34.5,3.4,1.33,1
White,1,39,3,0.12,1
White,2,37,3,0.24,1
White,2,36.5,2.3,-0.5,1
Black,1,25,2.4,-1.29,0
Black,2,30,2.6,-1.51,1
Asian,1,29,3.2,-1.08,1
White,1,36.5,3,0.02,1
White,1,35,3.1,-0.12,1
White,1,30.5,3.8,1.32,1
White,2,39,2.7,-1.23,1
Hispanic,1,24,3.1,-1.43,1
White,1,25,3.8,0.25,1
White,1,41,2.7,0.13,1
White,1,38,2.9,0.24,1
White,2,33,3.2,0.56,1
White,2,40,3.3,0.59,1
White,1,33,3,0.81,1
White,2,39,2.8,-1.12,1
White,2,36,3.4,2.21,1
White,1,37,2.8,-0.17,1
White,1,38,2.7,-0.98,1
White,2,35,3.3,1.19,1
White,2,32.5,3.3,-0.44,1
White,2,40,2.5,-0.93,1
White,2,37,2.9,0.28,1
White,2,38,3,1.3,1
White,2,35,3.5,-0.04,1
White,1,30,3.5,-0.34,1
White,2,41,2.6,-0.01,1
White,1,26,3.3,-0.66,1
White,2,36.5,3.3,-0.79,1
White,2,33.5,2.8,0.86,1
White,2,32,3.4,0.56,1
White,1,31.5,3.4,-0.26,1
White,2,40,3.2,0.7,1
White,1,32,3.1,1.14,1
White,2,33.5,3.5,1.5,1
Black,2,35,2.7,-0.19,1
White,2,40,2.8,0.59,1
White,1,31.5,3.5,-0.17,1
White,2,44,2.3,1.26,1
White,1,30,3.8,0.16,1
White,2,28.5,3.5,0.78,1
Black,1,29,3.1,-1.29,1
White,2,34,3.4,0.6,1
White,1,35,3,-0.09,0
White,1,32,2.9,-0.88,1
White,2,41,2.7,0.89,1
White,1,32,3.5,1.91,1
White,2,34,2.8,-0.58,1
White,2,29,3.3,-0.99,0
White,1,31,3.5,-0.81,0
White,1,34,3.2,-0.25,1
White,2,30,3.3,1.11,1
White,2,35.5,2.8,-0.63,1
White,2,33,3,1.67,1
White,1,30,3.5,0.3,0
White,2,34,2.9,-0.36,1
White,1,31,3.4,-1.01,0
Asian,1,28,3.3,0.51,1
White,2,37,3.7,-0.05,1
White,2,38,2.3,0.84,1
White,2,34,2.8,-0.15,1
White,2,35,3.5,0.81,1
White,1,30,3.3,-0.94,1
White,2,39,2.8,0.56,1
White,1,29,3.5,0.99,1
White,1,31,3.2,-1.04,0
White,1,30.7,3,0.96,1
White,2,34,3,1.82,1
White,1,30,3.3,-1.07,1
White,2,36,3.2,0.76,0
White,2,31,3.5,-0.36,1
White,2,30,3.1,-0.61,1
White,2,40,2.9,0.56,1
White,2,32.5,2.8,-0.41,1
White,2,30,3.2,0.71,0
White,2,34.5,3.1,0,1
White,1,33,3.5,-0.84,0
White,2,35,3,0.35,1
Asian,1,31,3.3,0.86,1
White,2,35,3,2.58,1
White,1,33.5,3.2,0.63,1
White,2,31,3.2,1.16,1
White,2,26.7,3.2,-1.83,0
White,2,33,3.1,1.06,1
White,2,32,3.2,-0.96,1
White,2,35,3.2,0.46,1
White,2,35,3.3,0.18,1
White,2,40,3.1,0.15,1
White,2,32,3.5,-0.58,1
Asian,2,37,3.8,0.15,1
White,2,32,3.2,-0.84,0
White,2,31,3.2,-0.25,1
White,2,32,3,0.96,1
White,2,30,3.5,-0.71,1
White,2,31,3.1,-0.25,1
White,2,27,3.1,-1.27,1
White,2,28.5,3.2,0.66,0
White,1,37,3.4,0.91,1
White,2,34,3.3,-0.61,1
White,2,36,3.1,1.16,1
White,2,31,3.1,0.56,1
White,2,36,3.5,-1.47,1
Puertorican,2,34,2.6,-0.76,0
White,2,27,3.1,1.72,1
White,2,31,2.9,-1.12,0
White,2,39,2.9,-0.12,1
Black,1,22.5,2.7,-1.33,1
White,2,30.5,2.8,-0.67,1
White,2,36,3.1,-0.19,1
White,1,36,3.6,0.23,1
White,2,40,2.6,0.68,1
Black,1,25,3.3,-0.23,1
White,2,37,3.1,0.09,1
White,2,35,3.5,1.36,1
White,1,39,3.1,0.57,1
Mexican,2,30,2,0.3,1
White,2,29,2.4,-0.98,1
White,2,40,2.9,0.42,1
Black,1,26,2.6,-0.28,1
White,2,39,3,-0.06,1
White,1,38,3.6,-0.19,1
Hispanic,1,21,3,-0.96,0
White,2,40,2.6,0.73,1
White,1,40,3.6,1.73,1
White,2,36,3.7,0.33,1
Mexican,1,36.5,2.4,-0.08,1
Mexican,1,25,3.2,-0.88,1
Black,2,35,3,-0.62,1
Black,2,26,2.4,-0.91,1
White,1,36,3.2,1.08,1
Puertorican,1,29,2.6,-1.17,0
White,1,38,2.7,0.16,1
Black,1,28,3.1,-1.06,1
Mexican,2,22,3,-1,1
White,2,35,3.1,-0.02,1
White,2,41,2.6,0.35,1
White,1,36,3.8,-0.43,1
White,2,37,3.7,0.92,1
White,2,38,3.1,0.51,1
White,2,39,2.9,-0.37,1
White,2,36,2.3,0.11,1
White,1,38,3.1,-0.15,1
Black,1,30,2.6,-0.32,1
White,1,35,2.8,0.14,1
White,2,40,2.9,0.99,1
White,2,37,3,-0.3,0
White,2,34,3.8,1.03,1
White,2,37,3,0.29,1
White,1,37,3.2,0.46,1
White,2,38,2.9,0.21,1
White,2,42,3,1.75,1
White,1,38,2.7,0.33,1
White,1,30,2.6,0.42,1
White,1,43,2.5,-0.87,1
White,2,37,3,-0.8,1
White,2,36,3.4,1.16,1
White,1,40,3.3,0.86,1
White,2,35,3.8,1.14,1
White,2,42,3.2,0.55,1
White,2,33,2.8,0.49,1
Black,2,23,2.5,-0.97,1
Hispanic,2,37,2.4,-0.67,1
White,2,42,3.3,1.54,1
White,1,36,3.5,0.36,1
White,1,36,3.7,-0.73,1
White,2,38,3.2,1.65,1
White,1,38,3.4,1.21,1
Other,1,37,3,0.55,1
White,1,33,2.4,-0.67,1
White,2,40,2.9,0.49,1
White,2,40,2.8,1.64,1
White,2,37,3,0.11,1
Other,1,27,2.4,-1.28,1
White,1,34.5,3.2,0.27,1
White,2,39,3.3,1.19,1
White,1,45,3.6,0.55,1
Asian,2,33,3,0.69,1
White,1,39,2.6,-0.34,1
White,1,39,3.8,-0.21,1
White,2,40,2.8,1.69,1
White,2,40,2.6,1.02,1
White,1,39,2.6,1.16,1
White,2,45,2.7,0,1
White,1,35,3.3,-0.15,1
Amerindian,1,29,2.9,-1.13,1
White,2,40,2.5,-0.71,1
White,1,32,3.2,0.52,1
White,2,29,3.3,0.03,1
White,2,39,2.6,0.29,1
Asian,1,30,3,-0.51,0
White,1,35,3.2,-0.27,1
White,2,30,3.3,-0.28,1
White,1,34,3.1,0.35,1
White,2,37,2.7,-0.63,0
White,2,30,3.2,-0.97,1
White,1,33,3.4,-0.65,1
White,2,37,3.1,0.79,1
White,2,32,3.2,0.83,1
White,2,32,3.1,-0.99,1
White,1,33,3.3,1.11,1
White,2,40,2.6,0.83,1
White,1,36,2.9,-0.3,1
White,1,26,3.6,0.32,1
White,2,42,3.7,0.42,1
White,1,33,3.4,1.04,1
White,2,34,2.9,-0.46,1
White,2,33,3.1,0.65,1
White,1,33,3.2,-0.85,1
White,2,34,3.1,-2.1,1
Black,1,25,3.3,-1.1,1
White,1,33,3.9,0.83,1
White,2,34,2.5,-1.1,1
Mexican,2,34,2.5,-1.38,1
White,2,28,3.6,-0.86,0
White,2,34,4,1.78,1
White,2,34,3.3,1.32,1
White,1,43,2.3,1.08,1
White,1,31,3.1,-1.16,1
White,2,34,3.1,0.69,1
White,1,26.5,3.4,-1.44,0
White,2,30,3.1,-0.28,1
White,1,33,3.4,0.16,1
White,2,34,3.4,-0.25,0
White,1,33,3.1,0.81,1
White,1,34,2.9,0.39,1
White,2,32,3.3,1.2,1
White,2,34.5,3.1,0.8,1
White,2,31,3.3,0.04,1
White,1,34,3,-0.55,1
White,1,35,3.8,1.57,1
White,1,31,3.2,0.34,1
White,2,37,3.2,1.87,1
White,1,31,3.3,-0.86,0
White,2,35.5,3.2,1.87,1
White,2,35.5,3.1,-0.37,1
White,1,29,3.7,2.16,1
White,2,38,3.4,0.89,1
White,1,33,3.2,1.2,1
Asian,1,27,3.2,-0.74,1
White,2,33,3.3,-0.36,1
White,1,43,3,0.39,1
White,2,30.5,3.3,-0.18,1
White,2,33,3.1,-0.3,1
White,2,32,2.8,-0.59,1
White,1,33,2.8,-0.76,0
White,2,33.5,3.2,-0.89,1
White,2,38,2.8,0.83,1
White,2,31,3.2,-2.02,0
White,1,29.5,3,-0.6,0
White,2,31,3.3,0.36,1
White,1,33,3.4,2.37,1
White,1,33.5,3.2,-0.19,1
White,1,31,3.2,-0.94,1
White,1,30,3.2,0.15,1
White,2,33,2.7,-0.51,1
White,2,29,3.3,-0.44,1
White,2,34,3,-1.09,1
White,2,33,3,0.45,1
White,2,33,3.3,-0.01,1
White,1,31.5,3,-1.5,1
White,1,39,3.1,-1.24,0
White,2,29,3.7,1.62,1
White,2,36,2.8,-1.44,1
White,2,38,2.8,0.48,1
White,1,35,2.8,-0.36,1
White,2,31,3.6,-0.3,1
White,1,25,3.7,0.03,1
White,2,33,3.2,-1.15,0
White,2,32,3.4,-0.37,1
White,2,32.5,2.8,0,1
White,1,32,3.1,-0.74,1
White,1,31.5,3,-1.6,0
White,2,37,3.1,0.85,1
White,2,34,3.2,-0.54,1
White,2,31,3.2,-0.42,1
White,2,30.5,3.2,-1.35,1
White,1,33,3.4,-1.61,0
White,2,30.5,3.5,-0.57,1
White,2,33,2.5,0.45,1
White,2,39,2.7,1.42,1
White,2,35,3.2,-0.01,1
White,2,36,2.8,1.23,1
White,1,32,3.3,1.53,1
White,1,36,3.4,-0.4,1
White,1,29.5,3.3,0.16,1
White,2,31,2.9,1.1,1
White,2,36,2.9,0.71,1
Mexican,2,37,2.3,0.15,1
White,2,32,3.4,0.94,1
White,2,26.5,3.2,0.29,1
White,1,33,3.1,1.98,1
White,2,35,3,0.1,1
White,1,33,3.4,1.46,1
White,2,38,2.7,0,0
White,1,38,4,-0.86,1
White,1,32,3.2,0.89,1
White,1,32.5,3,-0.51,1
White,2,31,2.9,1,1
White,2,41,3.4,0.89,1
White,1,39,2.6,0.46,1
White,1,30,3.3,1.11,1
White,1,33,2.5,-1.26,0
White,1,32,3.4,0.46,1
White,2,36,3.2,-0.13,1
White,2,35,3.1,0.13,1
White,1,33,3.4,0.91,1
White,1,35,2.8,-0.45,1
White,2,34,3.1,0.88,1
White,2,31,3.2,-0.3,1
White,1,35,2.7,-0.6,1
White,2,41,3.7,-0.84,0
Asian,1,44,3.4,-0.44,1
White,1,46,3.6,1.07,1
White,1,45,3.4,-0.45,1
White,2,42,3.7,0.01,1
Black,1,32.5,3.5,-0.84,1
Puertorican,2,40,2.9,-1.37,1
White,1,42,3.8,-1.04,1
White,1,46,3.5,-0.06,1
White,2,44,3.6,0.41,1
White,2,43,3.8,0.34,1
White,2,43,3.7,1.06,1
White,1,48,3.6,1.14,1
Other,2,47,3.5,0.21,1
White,2,45,3.6,-0.45,1
White,2,44,3.6,1,1
White,2,44,3.6,0.21,1
White,1,44,3.6,0.4,1
Hispanic,2,37,3.6,-0.65,1
Asian,2,35,3.5,0.34,1
Asian,1,40,3.6,-0.93,1
White,1,43,3.5,-0.25,1
White,2,38,3.7,-0.84,1
White,2,43,3.7,0.21,1
Hispanic,1,45,3.4,0.34,1
White,2,43,3.6,1.92,1
White,1,45,3.7,0.6,1
Amerindian,1,40,3.1,-0.58,1
White,1,46,3.6,0.54,1
White,2,44,3.4,1.33,1
White,1,37,3.7,0.41,1
White,2,36.5,3.6,1.13,1
White,2,42,3.8,2.05,1
White,2,39,3.7,-0.18,1
White,2,48,3.4,0.48,1
White,1,47,3.7,0.8,1
White,2,46,3.7,-0.32,1
White,1,45,3.5,1.34,1
White,1,45,3.7,0.93,1
Black,1,40,3.3,-0.65,1
White,2,39,3.5,0.74,1
White,2,48,3.9,1.92,1
White,1,44,3.6,0.81,1
White,2,43,3.9,1.6,1
White,2,43,3.7,0.86,1
White,2,40,3.6,0.61,1
White,1,41,3.6,-0.25,1
White,1,39,4,-0.44,1
White,2,40,3.8,-0.78,1
White,1,39,3.9,0.74,1
Asian,2,42,3.5,0.54,1
White,2,41,4,-0.32,1
Asian,1,42,3.7,-2.36,1
White,2,46,3.3,-1.04,1
Hispanic,1,29,3.6,-2.61,1
White,2,42,3.8,0.54,1
White,2,42,2.9,-1.17,1
White,2,40,3.9,0.14,1
White,1,40,3.7,-0.84,1
White,1,39,3.5,1.07,1
White,2,44,3.7,0.74,1
Asian,1,39.5,3.8,-0.39,1
White,2,41,3.7,0.14,1
White,1,45,3.9,-0.19,1
White,2,46,3.5,-0.53,1
White,2,41,3.6,-0.12,1
White,2,44,3.6,0.54,1
White,2,47,3.7,1.07,1
Black,1,37,3.8,-1.23,1
White,1,42,3.7,-1.1,0
Puertorican,1,45,3.1,-0.25,1
Black,2,40,3.1,-1.23,1
White,2,42,3.8,-0.18,1
White,2,42,4,-0.26,1
White,1,42,3.7,0.41,1
White,2,47,3.6,0.81,1
White,2,38,3.6,-0.32,1
Asian,2,44,3.4,0.87,1
Black,1,37,2.9,-1.7,1
Hispanic,1,44,3.5,-0.52,1
White,1,41,3.6,0.01,1
White,2,40,2.8,0.49,1
White,2,41,3.6,0.26,1
White,2,42,2.8,0.54,1
White,2,42,3.5,0.88,1
White,2,38,3.5,0.86,1
White,1,41,3.5,1.11,1
White,2,39,3.5,0.59,1
White,2,40,3.5,0.06,1
White,2,37,3.3,1.06,1
White,1,39,4,1.46,1
White,2,37,3.4,0.26,1
White,2,40,2.9,-0.41,1
White,2,39,3.1,-0.38,1
White,2,39,3,-1.05,1
Asian,2,41,3.4,0.01,1
White,2,38,3.6,0.01,1
White,1,47,2.5,0.44,1
White,2,42,3.1,0.96,1
White,2,37,4,-0.06,1
White,1,33.5,3.5,0.09,1
White,1,40,3.7,0.66,1
White,1,39,3.2,-0.76,1
White,1,36,3.2,-1.4,1
White,1,36,3.5,0.36,1
White,1,42,3,1.01,1
White,1,37,3.5,-0.58,0
White,1,34.5,3.2,-0.41,1
White,1,36,3.1,-0.83,1
White,2,37,3.6,1.85,1
White,2,38,3.3,0.06,1
White,2,37,3.4,0.83,1
White,2,45,3.8,1.01,1
White,2,43,3.1,0.34,1
White,2,37,3.5,-0.33,1
White,1,44,3.3,0.49,1
White,1,37,3.8,0.66,1
White,2,36,3.3,0.78,1
White,1,38,3.3,-0.21,1
White,2,39,3.9,-0.71,1
White,2,33,3.6,-1.7,1
White,2,37,3.2,-0.23,1
White,1,35,3.9,-0.28,1
Black,2,37,2.2,-1.87,1
White,2,42,3.8,2.1,1
White,1,34,3.6,-1.87,1
White,1,41,3.4,-0.11,1
White,1,40,3.7,-1.78,1
White,2,39,3.8,-0.46,1
White,1,39,3.6,0.54,1
White,2,39,3.4,0.61,1
White,2,47,3.3,2.18,1
White,1,38,3.4,0.29,1
White,2,35,3.6,1.01,1
White,1,38,3.5,-1.3,1
White,2,40,3.3,0.24,1
White,2,42,3.2,-0.04,1
White,1,35,4,-0.28,1
White,1,35,3.5,-0.43,1
White,1,38,3.3,-0.71,1
Asian,2,40,2.4,-1.15,1
White,2,38,3.7,1.38,1
White,1,46,3.4,-1.65,1
White,1,36,3.7,1.9,1
White,2,42,3.4,1.13,1
White,2,39,3.6,1.21,1
White,2,44,3.8,1.21,1
White,2,46,2.7,0.81,1
Black,1,34,2.7,0.06,1
White,2,42,3.5,0.66,1
White,1,45,3.7,1.38,1
Black,1,34,3.2,-0.32,1
White,2,40,3.3,-0.84,1
Black,2,37,3.2,-1.69,1
White,1,47,3.5,0.15,1
White,2,48,3.3,-0.06,1
White,1,48,3.4,0.47,1
White,2,37.3,3.7,-1.04,1
Asian,1,44,3.2,-0.71,1
White,2,40,3.7,-1.96,1
White,1,41,3.7,-0.65,1
White,2,45,3.6,-0.12,1
White,2,42,4,1.2,1
White,2,44,3.8,-0.32,1
White,2,47,3.4,2.46,1
White,1,42,3.6,-1.43,1
Hispanic,2,41,3.6,-0.12,1
Asian,2,37,3.8,-1.04,1
Puertorican,1,35,3.3,-1.04,1
White,1,39.5,3.4,-1.3,1
White,2,47,3.3,0.02,1
Black,1,37,3.4,-0.52,1
White,1,44,3.4,-0.12,1
White,2,46,3.5,-0.45,1
White,2,42,3.3,0.47,1
White,1,44,3.6,1.2,1
White,2,44,3.5,2.65,1
White,1,43,3.6,0.21,1
White,2,46,4,-0.39,1
White,2,48,3.5,1.74,1
White,1,46,3.5,0.94,1
White,1,42,3.7,0.07,1
White,1,43,3.3,0.01,1
White,2,43,3.6,0.27,1
White,2,43,3.3,-0.25,1
White,2,43,3.4,-0.7,1
White,2,41,3.6,-0.77,1
White,2,44,3.6,-1.1,1
White,2,47,3.3,-0.65,1
White,1,41,3.9,0.35,1
White,1,44,3.4,-0.39,1
Black,2,37,3.5,-1.63,0
White,1,45,3.7,0.27,1
White,1,42,3.6,1.07,1
Asian,1,41,3.7,0.34,1
Other,1,36,3,-1.17,1
White,2,43,3.7,0.28,1
